transaction_id,account_id,user_id,date,amount,merchant_name,category,pending
tx_acc_user_001_01_000001,acc_user_001_01,user_001,2025-05-10,-37.03,Trader Joe's,groceries,0
tx_acc_user_001_01_000002,acc_user_001_01,user_001,2025-05-12,-284.65,Olive Garden,restaurants,0
tx_acc_user_001_01_000003,acc_user_001_01,user_001,2025-05-18,-280.47,Internet Provider,bills,0
tx_acc_user_001_01_000004,acc_user_001_01,user_001,2025-05-25,-130.49,Macy's,shopping,0
tx_acc_user_001_01_000005,acc_user_001_01,user_001,2025-05-26,-80.68,Exxon,gas,0
tx_acc_user_001_01_000006,acc_user_001_01,user_001,2025-06-02,-19.82,YouTube Premium,entertainment,0
tx_acc_user_001_01_000007,acc_user_001_01,user_001,2025-06-07,-260.57,Phone Company,bills,0
tx_acc_user_001_01_000008,acc_user_001_01,user_001,2025-06-13,-108.56,Chevron,gas,0
tx_acc_user_001_01_000009,acc_user_001_01,user_001,2025-06-18,-247.96,Internet Provider,bills,0
tx_acc_user_001_01_000010,acc_user_001_01,user_001,2025-06-23,-252.87,BP,gas,0
tx_acc_user_001_01_000011,acc_user_001_01,user_001,2025-06-24,-260.93,Home Depot,shopping,0
tx_acc_user_001_01_000012,acc_user_001_01,user_001,2025-06-26,-150.46,Phone Company,bills,0
tx_acc_user_001_01_000013,acc_user_001_01,user_001,2025-07-01,-19.82,YouTube Premium,entertainment,0
tx_acc_user_001_01_000014,acc_user_001_01,user_001,2025-07-07,-294.42,Pizza Hut,restaurants,0
tx_acc_user_001_01_000015,acc_user_001_01,user_001,2025-07-14,-121.06,Amazon,shopping,0
tx_acc_user_001_01_000016,acc_user_001_01,user_001,2025-07-18,-102.27,Macy's,shopping,0
tx_acc_user_001_01_000017,acc_user_001_01,user_001,2025-07-24,-121.96,Olive Garden,restaurants,0
tx_acc_user_001_01_000018,acc_user_001_01,user_001,2025-07-24,-289.8,Pizza Hut,restaurants,0
tx_acc_user_001_01_000019,acc_user_001_01,user_001,2025-07-31,-19.82,YouTube Premium,entertainment,0
tx_acc_user_001_01_000020,acc_user_001_01,user_001,2025-08-01,-263.52,Amazon,shopping,0
tx_acc_user_001_01_000021,acc_user_001_01,user_001,2025-08-06,-162.53,Amazon,shopping,0
tx_acc_user_001_01_000022,acc_user_001_01,user_001,2025-08-10,-219.51,Target,shopping,0
tx_acc_user_001_01_000023,acc_user_001_01,user_001,2025-08-15,-31.7,Internet Provider,bills,0
tx_acc_user_001_01_000024,acc_user_001_01,user_001,2025-08-16,-190.75,Amazon,shopping,0
tx_acc_user_001_01_000025,acc_user_001_01,user_001,2025-08-22,-257.01,BP,gas,0
tx_acc_user_001_01_000026,acc_user_001_01,user_001,2025-08-22,-286.7,Home Depot,shopping,0
tx_acc_user_001_01_000027,acc_user_001_01,user_001,2025-08-29,-20.41,Kroger,groceries,0
tx_acc_user_001_01_000028,acc_user_001_01,user_001,2025-09-04,4303.25,PAYROLL DEPOSIT,transfer,0
tx_acc_user_001_01_000029,acc_user_001_01,user_001,2025-09-04,4303.25,PAYROLL DEPOSIT,transfer,0
tx_acc_user_001_01_000030,acc_user_001_01,user_001,2025-09-07,-193.04,Water Utility,bills,0
tx_acc_user_001_01_000031,acc_user_001_01,user_001,2025-09-12,-226.56,Amazon,shopping,0
tx_acc_user_001_01_000032,acc_user_001_01,user_001,2025-09-19,-230.51,Trader Joe's,groceries,0
tx_acc_user_001_01_000033,acc_user_001_01,user_001,2025-09-26,-58.25,Electric Company,bills,0
tx_acc_user_001_01_000034,acc_user_001_01,user_001,2025-09-26,-23.34,Safeway,groceries,0
tx_acc_user_001_01_000035,acc_user_001_01,user_001,2025-09-29,-113.95,Target,shopping,0
tx_acc_user_001_01_000036,acc_user_001_01,user_001,2025-10-03,-80.82,Home Depot,shopping,0
tx_acc_user_001_01_000037,acc_user_001_01,user_001,2025-10-05,-207.72,McDonald's,restaurants,0
tx_acc_user_001_01_000038,acc_user_001_01,user_001,2025-10-09,-60.77,BP,gas,0
tx_acc_user_001_01_000039,acc_user_001_01,user_001,2025-10-16,-189.72,Olive Garden,restaurants,0
tx_acc_user_001_01_000040,acc_user_001_01,user_001,2025-10-23,-274.72,McDonald's,restaurants,0
tx_acc_user_001_01_000041,acc_user_001_01,user_001,2025-10-24,-143.73,Phone Company,bills,0
tx_acc_user_001_01_000042,acc_user_001_01,user_001,2025-10-24,-84.04,Trader Joe's,groceries,0
tx_acc_user_001_01_000043,acc_user_001_01,user_001,2025-10-27,-271.35,Exxon,gas,0
tx_acc_user_001_01_000044,acc_user_001_01,user_001,2025-10-29,-31.42,Internet Provider,bills,0
tx_acc_user_001_01_000045,acc_user_001_01,user_001,2025-11-02,-195.29,Best Buy,shopping,0
tx_acc_user_001_01_000046,acc_user_001_01,user_001,2025-11-02,-142.48,Water Utility,bills,0
tx_acc_user_001_02_000001,acc_user_001_02,user_001,2025-05-11,658.8,Savings Deposit,transfer,0
tx_acc_user_001_02_000002,acc_user_001_02,user_001,2025-05-12,748.84,Savings Deposit,transfer,0
tx_acc_user_001_02_000003,acc_user_001_02,user_001,2025-05-15,854.5,Savings Deposit,transfer,0
tx_acc_user_001_02_000004,acc_user_001_02,user_001,2025-05-21,913.06,Savings Deposit,transfer,0
tx_acc_user_001_02_000005,acc_user_001_02,user_001,2025-05-26,378.04,Savings Deposit,transfer,0
tx_acc_user_001_02_000006,acc_user_001_02,user_001,2025-05-30,621.62,Savings Deposit,transfer,0
tx_acc_user_001_02_000007,acc_user_001_02,user_001,2025-06-03,181.12,Savings Deposit,transfer,0
tx_acc_user_001_02_000008,acc_user_001_02,user_001,2025-06-03,-386.37,Savings Withdrawal,transfer,0
tx_acc_user_001_02_000009,acc_user_001_02,user_001,2025-06-09,-109.47,Savings Withdrawal,transfer,0
tx_acc_user_001_02_000010,acc_user_001_02,user_001,2025-06-13,974.34,Savings Deposit,transfer,0
tx_acc_user_001_02_000011,acc_user_001_02,user_001,2025-06-13,922.14,Savings Deposit,transfer,0
tx_acc_user_001_02_000012,acc_user_001_02,user_001,2025-06-13,331.27,Savings Deposit,transfer,0
tx_acc_user_001_02_000013,acc_user_001_02,user_001,2025-06-20,533.66,Savings Deposit,transfer,0
tx_acc_user_001_02_000014,acc_user_001_02,user_001,2025-06-24,771.9,Savings Deposit,transfer,0
tx_acc_user_001_02_000015,acc_user_001_02,user_001,2025-06-27,203.65,Savings Deposit,transfer,0
tx_acc_user_001_02_000016,acc_user_001_02,user_001,2025-07-02,226.68,Savings Deposit,transfer,0
tx_acc_user_001_02_000017,acc_user_001_02,user_001,2025-07-05,874.13,Savings Deposit,transfer,0
tx_acc_user_001_03_000001,acc_user_001_03,user_001,2025-05-13,-475.52,Amazon,shopping,0
tx_acc_user_001_03_000002,acc_user_001_03,user_001,2025-05-19,-490.56,Home Depot,shopping,0
tx_acc_user_001_03_000003,acc_user_001_03,user_001,2025-05-24,-451.34,Amazon,shopping,0
tx_acc_user_001_03_000004,acc_user_001_03,user_001,2025-05-25,-202.08,Starbucks,restaurants,0
tx_acc_user_001_03_000005,acc_user_001_03,user_001,2025-05-31,-474.76,Netflix,entertainment,0
tx_acc_user_001_03_000006,acc_user_001_03,user_001,2025-05-31,-333.07,Shell,gas,0
tx_acc_user_001_03_000007,acc_user_001_03,user_001,2025-06-04,-30.04,Target,shopping,0
tx_acc_user_001_03_000008,acc_user_001_03,user_001,2025-06-05,-494.47,Exxon,gas,0
tx_acc_user_001_03_000009,acc_user_001_03,user_001,2025-06-12,-38.96,Exxon,gas,0
tx_acc_user_001_03_000010,acc_user_001_03,user_001,2025-06-17,-295.26,Chipotle,restaurants,0
tx_acc_user_001_03_000011,acc_user_001_03,user_001,2025-06-21,-388.31,Shell,gas,0
tx_acc_user_001_03_000012,acc_user_001_03,user_001,2025-06-27,-142.25,McDonald's,restaurants,0
tx_acc_user_001_03_000013,acc_user_001_03,user_001,2025-07-02,-272.41,Starbucks,restaurants,0
tx_acc_user_001_03_000014,acc_user_001_03,user_001,2025-07-03,-332.22,Kroger,groceries,0
tx_acc_user_001_03_000015,acc_user_001_03,user_001,2025-07-06,-12.36,Pizza Hut,restaurants,0
tx_acc_user_001_03_000016,acc_user_001_03,user_001,2025-07-13,-165.27,Chipotle,restaurants,0
tx_acc_user_001_03_000017,acc_user_001_03,user_001,2025-07-13,-30.94,YouTube Premium,entertainment,0
tx_acc_user_001_03_000018,acc_user_001_03,user_001,2025-07-18,-61.26,Trader Joe's,groceries,0
tx_acc_user_001_03_000019,acc_user_001_03,user_001,2025-07-21,-226.9,Home Depot,shopping,0
tx_acc_user_001_03_000020,acc_user_001_03,user_001,2025-07-22,-298.86,YouTube Premium,entertainment,0
tx_acc_user_001_03_000021,acc_user_001_03,user_001,2025-07-29,-114.67,Shell,gas,0
tx_acc_user_001_03_000022,acc_user_001_03,user_001,2025-08-02,-364.99,Chevron,gas,0
tx_acc_user_001_03_000023,acc_user_001_03,user_001,2025-08-08,-231.73,Whole Foods,groceries,0
tx_acc_user_001_03_000024,acc_user_001_03,user_001,2025-08-09,-499.3,Hulu,entertainment,0
tx_acc_user_001_03_000025,acc_user_001_03,user_001,2025-08-11,-344.62,Hulu,entertainment,0
tx_acc_user_001_03_000026,acc_user_001_03,user_001,2025-08-11,-41.38,Safeway,groceries,0
tx_acc_user_001_03_000027,acc_user_001_03,user_001,2025-08-11,-306.11,Kroger,groceries,0
tx_acc_user_001_03_000028,acc_user_001_03,user_001,2025-08-15,-141.13,Chevron,gas,0
tx_acc_user_001_03_000029,acc_user_001_03,user_001,2025-08-22,-193.55,Chevron,gas,0
tx_acc_user_001_03_000030,acc_user_001_03,user_001,2025-08-23,-229.59,BP,gas,0
tx_acc_user_001_03_000031,acc_user_001_03,user_001,2025-08-24,-54.09,Walmart,groceries,0
tx_acc_user_001_03_000032,acc_user_001_03,user_001,2025-08-27,-361.82,Olive Garden,restaurants,0
tx_acc_user_001_03_000033,acc_user_001_03,user_001,2025-08-29,-228.52,Olive Garden,restaurants,0
tx_acc_user_001_03_000034,acc_user_001_03,user_001,2025-09-04,-172.77,Hulu,entertainment,0
tx_acc_user_001_03_000035,acc_user_001_03,user_001,2025-09-11,-210.91,Safeway,groceries,0
tx_acc_user_001_03_000036,acc_user_001_03,user_001,2025-09-16,-216.25,Best Buy,shopping,0
tx_acc_user_001_03_000037,acc_user_001_03,user_001,2025-09-22,-477.03,Netflix,entertainment,0
tx_acc_user_001_03_000038,acc_user_001_03,user_001,2025-09-24,-50.16,Whole Foods,groceries,0
tx_acc_user_001_03_000039,acc_user_001_03,user_001,2025-09-30,-218.78,Target,shopping,0
tx_acc_user_001_03_000040,acc_user_001_03,user_001,2025-10-01,-280.4,Chevron,gas,0
tx_acc_user_001_03_000041,acc_user_001_03,user_001,2025-10-08,-336.66,Disney+,entertainment,0
tx_acc_user_001_03_000042,acc_user_001_03,user_001,2025-10-14,-437.44,Netflix,entertainment,0
tx_acc_user_001_03_000043,acc_user_001_03,user_001,2025-10-18,-484.36,Chevron,gas,0
tx_acc_user_001_03_000044,acc_user_001_03,user_001,2025-10-18,-179.06,Exxon,gas,0
tx_acc_user_001_03_000045,acc_user_001_03,user_001,2025-10-23,-81.59,Spotify,entertainment,0
tx_acc_user_001_03_000046,acc_user_001_03,user_001,2025-10-26,-424.4,Home Depot,shopping,0
tx_acc_user_001_03_000047,acc_user_001_03,user_001,2025-11-02,-186.94,Home Depot,shopping,0
tx_acc_user_002_01_000001,acc_user_002_01,user_002,2025-05-11,-259.91,Trader Joe's,groceries,0
tx_acc_user_002_01_000002,acc_user_002_01,user_002,2025-05-18,-15.44,Safeway,groceries,0
tx_acc_user_002_01_000003,acc_user_002_01,user_002,2025-05-23,-176.97,BP,gas,0
tx_acc_user_002_01_000004,acc_user_002_01,user_002,2025-05-25,-8.19,Netflix,entertainment,0
tx_acc_user_002_01_000005,acc_user_002_01,user_002,2025-05-30,-43.4,Safeway,groceries,0
tx_acc_user_002_01_000006,acc_user_002_01,user_002,2025-06-03,-7.66,Microsoft 365,entertainment,0
tx_acc_user_002_01_000007,acc_user_002_01,user_002,2025-06-08,-251.29,Electric Company,bills,0
tx_acc_user_002_01_000008,acc_user_002_01,user_002,2025-06-09,-136.65,Kroger,groceries,0
tx_acc_user_002_01_000009,acc_user_002_01,user_002,2025-06-09,-136.35,Home Depot,shopping,0
tx_acc_user_002_01_000010,acc_user_002_01,user_002,2025-06-11,1435.15,PAYROLL DEPOSIT,transfer,0
tx_acc_user_002_01_000011,acc_user_002_01,user_002,2025-06-13,-32.81,Internet Provider,bills,0
tx_acc_user_002_01_000012,acc_user_002_01,user_002,2025-06-13,-74.26,Starbucks,restaurants,0
tx_acc_user_002_01_000013,acc_user_002_01,user_002,2025-06-14,-158.04,Walmart,groceries,0
tx_acc_user_002_01_000014,acc_user_002_01,user_002,2025-06-18,-157.89,Internet Provider,bills,0
tx_acc_user_002_01_000015,acc_user_002_01,user_002,2025-06-25,-8.19,Netflix,entertainment,0
tx_acc_user_002_01_000016,acc_user_002_01,user_002,2025-07-01,-7.66,Microsoft 365,entertainment,0
tx_acc_user_002_01_000017,acc_user_002_01,user_002,2025-07-08,-39.81,Water Utility,bills,0
tx_acc_user_002_01_000018,acc_user_002_01,user_002,2025-07-15,-60.31,Starbucks,restaurants,0
tx_acc_user_002_01_000019,acc_user_002_01,user_002,2025-07-21,-61.37,Macy's,shopping,0
tx_acc_user_002_01_000020,acc_user_002_01,user_002,2025-07-25,-8.19,Netflix,entertainment,0
tx_acc_user_002_01_000021,acc_user_002_01,user_002,2025-07-28,-207.53,Chevron,gas,0
tx_acc_user_002_01_000022,acc_user_002_01,user_002,2025-07-29,-260.63,Water Utility,bills,0
tx_acc_user_002_01_000023,acc_user_002_01,user_002,2025-08-03,-137.53,Macy's,shopping,0
tx_acc_user_002_01_000024,acc_user_002_01,user_002,2025-08-09,-193.1,Electric Company,bills,0
tx_acc_user_002_01_000025,acc_user_002_01,user_002,2025-08-10,-112.06,Safeway,groceries,0
tx_acc_user_002_01_000026,acc_user_002_01,user_002,2025-08-14,-143.91,Whole Foods,groceries,0
tx_acc_user_002_01_000027,acc_user_002_01,user_002,2025-08-21,-116.93,Electric Company,bills,0
tx_acc_user_002_01_000028,acc_user_002_01,user_002,2025-08-25,-8.19,Netflix,entertainment,0
tx_acc_user_002_01_000029,acc_user_002_01,user_002,2025-08-25,-182.28,Macy's,shopping,0
tx_acc_user_002_01_000030,acc_user_002_01,user_002,2025-08-28,-178.3,Trader Joe's,groceries,0
tx_acc_user_002_01_000031,acc_user_002_01,user_002,2025-09-03,1435.15,PAYROLL DEPOSIT,transfer,0
tx_acc_user_002_01_000032,acc_user_002_01,user_002,2025-09-03,1435.15,PAYROLL DEPOSIT,transfer,0
tx_acc_user_002_01_000033,acc_user_002_01,user_002,2025-09-03,1435.15,PAYROLL DEPOSIT,transfer,0
tx_acc_user_002_01_000034,acc_user_002_01,user_002,2025-09-06,-273.62,Exxon,gas,0
tx_acc_user_002_01_000035,acc_user_002_01,user_002,2025-09-10,-103.24,Home Depot,shopping,0
tx_acc_user_002_01_000036,acc_user_002_01,user_002,2025-09-13,-53.75,Trader Joe's,groceries,0
tx_acc_user_002_01_000037,acc_user_002_01,user_002,2025-09-15,-40.02,Electric Company,bills,0
tx_acc_user_002_01_000038,acc_user_002_01,user_002,2025-09-19,-156.32,Starbucks,restaurants,0
tx_acc_user_002_01_000039,acc_user_002_01,user_002,2025-09-23,-8.19,Netflix,entertainment,0
tx_acc_user_002_01_000040,acc_user_002_01,user_002,2025-09-28,-161.98,Exxon,gas,0
tx_acc_user_002_01_000041,acc_user_002_01,user_002,2025-09-29,-115.53,Phone Company,bills,0
tx_acc_user_002_01_000042,acc_user_002_01,user_002,2025-09-29,-128.54,Electric Company,bills,0
tx_acc_user_002_01_000043,acc_user_002_01,user_002,2025-10-06,-238.88,Electric Company,bills,0
tx_acc_user_002_01_000044,acc_user_002_01,user_002,2025-10-12,-105.61,BP,gas,0
tx_acc_user_002_01_000045,acc_user_002_01,user_002,2025-10-14,-92.4,Exxon,gas,0
tx_acc_user_002_01_000046,acc_user_002_01,user_002,2025-10-16,-106.67,Exxon,gas,0
tx_acc_user_002_01_000047,acc_user_002_01,user_002,2025-10-22,-8.19,Netflix,entertainment,0
tx_acc_user_002_01_000048,acc_user_002_01,user_002,2025-10-25,-47.4,Safeway,groceries,0
tx_acc_user_002_01_000049,acc_user_002_01,user_002,2025-10-30,-172.09,Water Utility,bills,0
tx_acc_user_002_01_000050,acc_user_002_01,user_002,2025-10-31,-204.33,Shell,gas,0
tx_acc_user_002_02_000001,acc_user_002_02,user_002,2025-05-12,656.23,Savings Deposit,transfer,0
tx_acc_user_002_02_000002,acc_user_002_02,user_002,2025-05-17,238.83,Savings Deposit,transfer,0
tx_acc_user_002_02_000003,acc_user_002_02,user_002,2025-05-17,-361.78,Savings Withdrawal,transfer,0
tx_acc_user_002_02_000004,acc_user_002_02,user_002,2025-05-22,912.39,Savings Deposit,transfer,0
tx_acc_user_002_02_000005,acc_user_002_02,user_002,2025-05-26,139.32,Savings Deposit,transfer,0
tx_acc_user_002_02_000006,acc_user_002_02,user_002,2025-05-28,747.63,Savings Deposit,transfer,0
tx_acc_user_002_02_000007,acc_user_002_02,user_002,2025-05-31,649.54,Savings Deposit,transfer,0
tx_acc_user_002_02_000008,acc_user_002_02,user_002,2025-06-05,805.42,Savings Deposit,transfer,0
tx_acc_user_002_02_000009,acc_user_002_02,user_002,2025-06-12,-157.63,Savings Withdrawal,transfer,0
tx_acc_user_002_02_000010,acc_user_002_02,user_002,2025-06-15,805.93,Savings Deposit,transfer,0
tx_acc_user_002_02_000011,acc_user_002_02,user_002,2025-06-18,274.61,Savings Deposit,transfer,0
tx_acc_user_002_02_000012,acc_user_002_02,user_002,2025-06-20,613.38,Savings Deposit,transfer,0
tx_acc_user_002_02_000013,acc_user_002_02,user_002,2025-06-22,792.49,Savings Deposit,transfer,0
tx_acc_user_002_02_000014,acc_user_002_02,user_002,2025-06-23,552.62,Savings Deposit,transfer,0
tx_acc_user_002_02_000015,acc_user_002_02,user_002,2025-06-27,245.85,Savings Deposit,transfer,0
tx_acc_user_002_02_000016,acc_user_002_02,user_002,2025-06-28,-322.1,Savings Withdrawal,transfer,0
tx_acc_user_002_02_000017,acc_user_002_02,user_002,2025-06-28,146.96,Savings Deposit,transfer,0
tx_acc_user_002_02_000018,acc_user_002_02,user_002,2025-07-03,434.09,Savings Deposit,transfer,0
tx_acc_user_003_01_000001,acc_user_003_01,user_003,2025-05-13,-25.94,Disney+,entertainment,0
tx_acc_user_003_01_000002,acc_user_003_01,user_003,2025-05-18,-11.38,Adobe Creative Cloud,entertainment,0
tx_acc_user_003_01_000003,acc_user_003_01,user_003,2025-05-20,-15.5,Netflix,entertainment,0
tx_acc_user_003_01_000004,acc_user_003_01,user_003,2025-05-22,-245.33,Trader Joe's,groceries,0
tx_acc_user_003_01_000005,acc_user_003_01,user_003,2025-05-22,-20.73,Starbucks,restaurants,0
tx_acc_user_003_01_000006,acc_user_003_01,user_003,2025-05-26,-239.42,Safeway,groceries,0
tx_acc_user_003_01_000007,acc_user_003_01,user_003,2025-06-02,-12.83,Spotify,entertainment,0
tx_acc_user_003_01_000008,acc_user_003_01,user_003,2025-06-04,3628.77,PAYROLL DEPOSIT,transfer,0
tx_acc_user_003_01_000009,acc_user_003_01,user_003,2025-06-11,-25.94,Disney+,entertainment,0
tx_acc_user_003_01_000010,acc_user_003_01,user_003,2025-06-18,-11.38,Adobe Creative Cloud,entertainment,0
tx_acc_user_003_01_000011,acc_user_003_01,user_003,2025-06-18,-15.5,Netflix,entertainment,0
tx_acc_user_003_01_000012,acc_user_003_01,user_003,2025-06-19,-83.46,Chipotle,restaurants,0
tx_acc_user_003_01_000013,acc_user_003_01,user_003,2025-06-19,-113.52,Safeway,groceries,0
tx_acc_user_003_01_000014,acc_user_003_01,user_003,2025-06-23,-89.23,Phone Company,bills,0
tx_acc_user_003_01_000015,acc_user_003_01,user_003,2025-06-26,-267.95,Macy's,shopping,0
tx_acc_user_003_01_000016,acc_user_003_01,user_003,2025-06-28,-108.32,Olive Garden,restaurants,0
tx_acc_user_003_01_000017,acc_user_003_01,user_003,2025-07-04,-12.83,Spotify,entertainment,0
tx_acc_user_003_01_000018,acc_user_003_01,user_003,2025-07-05,-242.33,Amazon,shopping,0
tx_acc_user_003_01_000019,acc_user_003_01,user_003,2025-07-09,-25.94,Disney+,entertainment,0
tx_acc_user_003_01_000020,acc_user_003_01,user_003,2025-07-12,-95.19,Whole Foods,groceries,0
tx_acc_user_003_01_000021,acc_user_003_01,user_003,2025-07-16,3628.77,PAYROLL DEPOSIT,transfer,0
tx_acc_user_003_01_000022,acc_user_003_01,user_003,2025-07-17,-11.38,Adobe Creative Cloud,entertainment,0
tx_acc_user_003_01_000023,acc_user_003_01,user_003,2025-07-17,-139.32,Target,shopping,0
tx_acc_user_003_01_000024,acc_user_003_01,user_003,2025-07-20,-15.5,Netflix,entertainment,0
tx_acc_user_003_01_000025,acc_user_003_01,user_003,2025-07-26,-22.28,Phone Company,bills,0
tx_acc_user_003_01_000026,acc_user_003_01,user_003,2025-08-02,-12.83,Spotify,entertainment,0
tx_acc_user_003_01_000027,acc_user_003_01,user_003,2025-08-03,-204.64,Best Buy,shopping,0
tx_acc_user_003_01_000028,acc_user_003_01,user_003,2025-08-04,-158.79,Starbucks,restaurants,0
tx_acc_user_003_01_000029,acc_user_003_01,user_003,2025-08-11,-25.94,Disney+,entertainment,0
tx_acc_user_003_01_000030,acc_user_003_01,user_003,2025-08-11,-20.09,Kroger,groceries,0
tx_acc_user_003_01_000031,acc_user_003_01,user_003,2025-08-14,-235.77,Internet Provider,bills,0
tx_acc_user_003_01_000032,acc_user_003_01,user_003,2025-08-16,-11.38,Adobe Creative Cloud,entertainment,0
tx_acc_user_003_01_000033,acc_user_003_01,user_003,2025-08-20,-15.5,Netflix,entertainment,0
tx_acc_user_003_01_000034,acc_user_003_01,user_003,2025-08-26,-117.88,Walmart,groceries,0
tx_acc_user_003_01_000035,acc_user_003_01,user_003,2025-08-26,-49.93,Phone Company,bills,0
tx_acc_user_003_01_000036,acc_user_003_01,user_003,2025-08-31,-12.83,Spotify,entertainment,0
tx_acc_user_003_01_000037,acc_user_003_01,user_003,2025-09-03,-288.55,Kroger,groceries,0
tx_acc_user_003_01_000038,acc_user_003_01,user_003,2025-09-09,-25.94,Disney+,entertainment,0
tx_acc_user_003_01_000039,acc_user_003_01,user_003,2025-09-11,-44.15,Phone Company,bills,0
tx_acc_user_003_01_000040,acc_user_003_01,user_003,2025-09-12,-72.23,Chevron,gas,0
tx_acc_user_003_01_000041,acc_user_003_01,user_003,2025-09-17,-11.38,Adobe Creative Cloud,entertainment,0
tx_acc_user_003_01_000042,acc_user_003_01,user_003,2025-09-18,-15.5,Netflix,entertainment,0
tx_acc_user_003_01_000043,acc_user_003_01,user_003,2025-09-18,-60.07,Amazon,shopping,0
tx_acc_user_003_01_000044,acc_user_003_01,user_003,2025-09-24,3628.77,PAYROLL DEPOSIT,transfer,0
tx_acc_user_003_01_000045,acc_user_003_01,user_003,2025-10-01,-12.83,Spotify,entertainment,0
tx_acc_user_003_01_000046,acc_user_003_01,user_003,2025-10-01,-215.77,Chevron,gas,0
tx_acc_user_003_01_000047,acc_user_003_01,user_003,2025-10-07,-25.94,Disney+,entertainment,0
tx_acc_user_003_01_000048,acc_user_003_01,user_003,2025-10-12,-240.17,Exxon,gas,0
tx_acc_user_003_01_000049,acc_user_003_01,user_003,2025-10-16,-11.38,Adobe Creative Cloud,entertainment,0
tx_acc_user_003_01_000050,acc_user_003_01,user_003,2025-10-16,-15.5,Netflix,entertainment,0
tx_acc_user_003_01_000051,acc_user_003_01,user_003,2025-10-21,-114.66,Chevron,gas,0
tx_acc_user_003_01_000052,acc_user_003_01,user_003,2025-10-22,3628.77,PAYROLL DEPOSIT,transfer,0
tx_acc_user_003_01_000053,acc_user_003_01,user_003,2025-10-27,-145.55,Exxon,gas,0
tx_acc_user_003_01_000054,acc_user_003_01,user_003,2025-10-30,-12.83,Spotify,entertainment,0
tx_acc_user_003_01_000055,acc_user_003_01,user_003,2025-10-31,-99.69,Home Depot,shopping,0
tx_acc_user_003_02_000001,acc_user_003_02,user_003,2025-05-11,738.4,Savings Deposit,transfer,0
tx_acc_user_003_02_000002,acc_user_003_02,user_003,2025-05-12,946.81,Savings Deposit,transfer,0
tx_acc_user_003_02_000003,acc_user_003_02,user_003,2025-05-14,861.34,Savings Deposit,transfer,0
tx_acc_user_003_02_000004,acc_user_003_02,user_003,2025-05-19,-335.78,Savings Withdrawal,transfer,0
tx_acc_user_003_02_000005,acc_user_003_02,user_003,2025-05-20,212.65,Savings Deposit,transfer,0
tx_acc_user_003_02_000006,acc_user_003_02,user_003,2025-05-27,580.13,Savings Deposit,transfer,0
tx_acc_user_003_02_000007,acc_user_003_02,user_003,2025-06-03,251.77,Savings Deposit,transfer,0
tx_acc_user_003_02_000008,acc_user_003_02,user_003,2025-06-08,238.77,Savings Deposit,transfer,0
tx_acc_user_003_02_000009,acc_user_003_02,user_003,2025-06-10,748.57,Savings Deposit,transfer,0
tx_acc_user_003_02_000010,acc_user_003_02,user_003,2025-06-12,858.28,Savings Deposit,transfer,0
tx_acc_user_003_02_000011,acc_user_003_02,user_003,2025-06-14,842.71,Savings Deposit,transfer,0
tx_acc_user_003_02_000012,acc_user_003_02,user_003,2025-06-20,-70.46,Savings Withdrawal,transfer,0
tx_acc_user_003_02_000013,acc_user_003_02,user_003,2025-06-20,619.09,Savings Deposit,transfer,0
tx_acc_user_003_02_000014,acc_user_003_02,user_003,2025-06-21,790.26,Savings Deposit,transfer,0
tx_acc_user_003_02_000015,acc_user_003_02,user_003,2025-06-23,675.09,Savings Deposit,transfer,0
tx_acc_user_003_02_000016,acc_user_003_02,user_003,2025-06-27,664.45,Savings Deposit,transfer,0
tx_acc_user_003_02_000017,acc_user_003_02,user_003,2025-06-29,-480.49,Savings Withdrawal,transfer,0
tx_acc_user_003_02_000018,acc_user_003_02,user_003,2025-07-01,824.22,Savings Deposit,transfer,0
tx_acc_user_003_03_000001,acc_user_003_03,user_003,2025-05-11,-16.47,YouTube Premium,entertainment,0
tx_acc_user_003_03_000002,acc_user_003_03,user_003,2025-05-15,-231.33,McDonald's,restaurants,0
tx_acc_user_003_03_000003,acc_user_003_03,user_003,2025-05-22,-293.76,Whole Foods,groceries,0
tx_acc_user_003_03_000004,acc_user_003_03,user_003,2025-05-23,-144.27,BP,gas,0
tx_acc_user_003_03_000005,acc_user_003_03,user_003,2025-05-23,-146.45,Whole Foods,groceries,0
tx_acc_user_003_03_000006,acc_user_003_03,user_003,2025-05-25,-218.31,Best Buy,shopping,0
